pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Indeedee,876,1477,Emotion Pokemon,0.9,28,Psychic,Normal,,,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.",Psychic Surge,Turns the ground into Psychic Terrain when the Pokemon enters a battle.,60,65,55,105,95,95,475
Indeedee,876,1478,Emotion Pokemon,0.9,28,Psychic,Normal,,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.",Psychic Surge,Turns the ground into Psychic Terrain when the Pokemon enters a battle.,70,55,65,95,105,85,475
Morpeko,877,1426,Two-Sided Pokemon,0.3,3,Electric,Dark,,,Hunger Switch,"The Pokemon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.",,,,,58,95,58,70,58,97,436
Cufant,878,1475,Copperderm Pokemon,1.2,100,Steel,,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokemon's weight.,72,80,49,40,49,40,330
Copperajah,879,1476,Copperderm Pokemon,3,650,Steel,,1475,Level 34,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokemon's weight.,122,130,69,80,69,30,500
Copperajah,879,1531,Copperderm Pokemon,23,0,Steel,,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokemon's weight.,122,130,69,80,69,30,500
Dracozolt,880,1418,Fossil Pokemon,1.8,190,Electric,Dragon,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,90,100,90,80,70,75,505
Arctozolt,881,1420,Fossil Pokemon,2.3,150,Electric,Ice,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Slush Rush,Boosts the Pokemon's Speed stat in a hailstorm.,90,100,90,90,80,55,505
Dracovish,882,1419,Fossil Pokemon,2.3,215,Water,Dragon,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Strong Jaw,The Pokemon's strong jaw boosts the power of its biting moves.,Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,90,90,100,70,80,75,505
Arctovish,883,1422,Fossil Pokemon,2,175,Water,Ice,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Ice Body,The Pokemon gradually regains HP in a snowstorm.,Slush Rush,Boosts the Pokemon's Speed stat in a hailstorm.,90,90,100,80,90,55,505
Duraludon,884,1424,Alloy Pokemon,1.8,40,Steel,Dragon,,,Light Metal,Halves the Pokemon's weight.,Heavy Metal,Doubles the Pokemon's weight.,Stalwart,Ignores the effects of opposing Pokemon's Abilities and moves that draw in moves.,70,95,115,120,50,85,535
Duraludon,884,1530,Alloy Pokemon,43,0,Steel,Dragon,,,Light Metal,Halves the Pokemon's weight.,Heavy Metal,Doubles the Pokemon's weight.,Stalwart,Ignores the effects of opposing Pokemon's Abilities and moves that draw in moves.,70,95,115,120,50,85,535
Dreepy,885,1472,Lingering Pokemon,0.5,2,Dragon,Ghost,,,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokemon.,28,60,30,40,30,82,270
Drakloak,886,1473,Caretaker Pokemon,1.4,11,Dragon,Ghost,1472,Level 50,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokemon.,68,80,50,60,50,102,410
Dragapult,887,1474,Stealth Pokemon,3,50,Dragon,Ghost,1473,Level 60,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokemon.,88,120,75,100,75,142,600
Zacian,888,1448,Warrior Pokemon,2.8,110,Fairy,,,,Intrepid Sword,Boosts the Pokemon's Attack stat the first time the Pokemon enters a battle.,,,,,92,120,115,80,115,138,660
Zacian,888,1449,Warrior Pokemon,2.8,355,Fairy,Steel,,,Intrepid Sword,Boosts the Pokemon's Attack stat the first time the Pokemon enters a battle.,,,,,92,150,115,80,115,148,700
Zamazenta,889,1450,Warrior Pokemon,2.9,210,Fighting,,,,Dauntless Shield,Boosts the Pokemon's Defense stat the first time the Pokemon enters a battle.,,,,,92,120,115,80,115,138,660
Zamazenta,889,1451,Warrior Pokemon,2.9,785,Fighting,Steel,,,Dauntless Shield,Boosts the Pokemon's Defense stat the first time the Pokemon enters a battle.,,,,,92,120,140,80,140,128,700
Eternatus,890,1452,Gigantic Pokemon,20,950,Poison,Dragon,,,Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",,,,,140,85,95,145,95,130,690
Eternatus,890,1461,Gigantic Pokemon,100,0,Poison,Dragon,,,Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",,,,,255,115,250,125,250,130,1125
Kubfu,891,38,Wushu Pokemon,0.6,12,Fighting,,,,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",,,,,60,90,60,53,50,72,385
Urshifu,892,39,Wushu Pokemon,1.9,105,Fighting,Dark,38,Conquer the Tower of Darkness in Galar's Isle of Armor,Unseen Fist,"The Pokemon can deal damage with moves that make physical contact, even if the target is protected.",,,,,100,130,100,63,60,97,550
Urshifu,892,39,Wushu Pokemon,1.9,105,Fighting,Dark,38,Scroll of Darkness,Unseen Fist,"The Pokemon can deal damage with moves that make physical contact, even if the target is protected.",,,,,100,130,100,63,60,97,550
Urshifu,892,40,Wushu Pokemon,1.9,105,Fighting,Water,38,Conquer the Tower of Waters in Galar's Isle of Armor,Unseen Fist,"The Pokemon can deal damage with moves that make physical contact, even if the target is protected.",,,,,100,130,100,63,60,97,550
Urshifu,892,40,Wushu Pokemon,1.9,105,Fighting,Water,38,Scroll of Waters,Unseen Fist,"The Pokemon can deal damage with moves that make physical contact, even if the target is protected.",,,,,100,130,100,63,60,97,550
Urshifu,892,1600,Wushu Pokemon,29,0,Fighting,Dark,,,Unseen Fist,"The Pokemon can deal damage with moves that make physical contact, even if the target is protected.",,,,,100,130,100,63,60,97,550
Urshifu,892,1601,Wushu Pokemon,29,0,Fighting,Water,,,Unseen Fist,"The Pokemon can deal damage with moves that make physical contact, even if the target is protected.",,,,,100,130,100,63,60,97,550
Zarude,893,1597,Rogue Monkey Pokemon,1.8,70,Dark,Grass,,,Leaf Guard,Prevents status conditions in harsh sunlight.,,,,,105,120,105,70,95,105,600
Regieleki,894,1598,Electron Pokemon,1.2,145,Electric,,,,Transistor,Powers up Electric-type moves.,,,,,80,100,50,100,50,200,580
Regidrago,895,1599,Dragon Orb Pokemon,2.1,200,Dragon,,,,Dragon's Maw,Powers up Dragon-type moves.,,,,,200,100,50,100,50,80,580
Glastrier,896,1602,Wild Horse Pokemon,2.2,800,Ice,,,,Chilling Neigh,"When the Pokemon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.",,,,,100,145,130,65,110,30,580
Spectrier,897,1603,Swift Horse Pokemon,2,44.5,Ghost,,,,Grim Neigh,"When the Pokemon knocks out a target, it utters a terrifying neigh, which boosts its Special Attack stat.",,,,,100,65,60,145,80,130,580
Calyrex,898,1604,High King Pokemon,1.1,7.7,Psychic,Ice,,,As One,This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.,,,,,100,165,150,85,130,50,680
Calyrex,898,1605,High King Pokemon,1.1,7.7,Psychic,Ghost,,,As One,This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.,,,,,100,85,80,165,100,150,680
Calyrex,898,41,King Pokemon,1.1,7.7,Psychic,Grass,,,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,,,,,100,80,80,80,80,80,500
Wyrdeer,899,1608,Big Horn Pokemon,1.8,95.1,Normal,Psychic,358,Use Psyshield Bash 20 times in Agile Style,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,103,105,72,105,75,65,525
Kleavor,900,1616,Axe Pokemon,1.8,89,Bug,Rock,219,Black Augurite on Scyther from Hisui,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Sharpness,Powers up slicing moves.,70,130,95,45,75,85,500
Ursaluna,901,1621,Peat Pokemon,2.4,290,Ground,Normal,341,Peat Block During a Full Moon,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Bulletproof,Protects the Pokemon from some ball and bomb moves.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,130,140,105,45,80,50,550
Basculegion,902,1622,Big Fish Pokemon,3,110,Water,Ghost,1623,Receive 294+ Recoil Damage Without Fainting,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Adaptability,Powers up moves of the same type as the Pokemon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,120,92,65,100,75,78,530
Basculegion,902,1609,Big Fish Pokemon,3,110,Water,Ghost,1623,Receive 294+ Recoil Damage Without Fainting,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Adaptability,Powers up moves of the same type as the Pokemon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,120,112,65,80,75,78,530
Sneasler,903,1631,Free Climb Pokemon,1.3,43,Fighting,Poison,1630,Razor Claw During the Day,Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,Poison Touch,May poison a target when the Pokemon makes contact.,80,130,60,40,80,120,510
Overqwil,904,1626,Pin Cluster Pokemon,2.5,60.5,Dark,Poison,1625,Use Barb Barrage 20 times in Strong Style,Poison Point,Contact with the Pokemon may poison the attacker.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",85,115,95,65,65,85,510
Enamorus,905,1635,Love-Hate Pokemon,1.6,48,Fairy,Flying,,,Healer,Sometimes heals an ally's status condition.,,,Contrary,Makes stat changes have an opposite effect.,74,115,70,135,80,106,580
Enamorus,905,1636,Love-Hate Pokemon,1.6,48,Fairy,Flying,,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",,,,,74,115,110,135,100,46,580
Sprigatito,906,1642,Grass Cat Pokemon,0.4,4.1,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Protean,Changes the Pokemon's type to the type of the move it's about to use.,40,61,54,45,45,65,310
Floragato,907,1666,Grass Cat Pokemon,0.9,12.2,Grass,,1642,Level 16,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Protean,Changes the Pokemon's type to the type of the move it's about to use.,61,80,63,60,63,83,410
Meowscarada,908,1667,Magician Pokemon,1.5,31.2,Grass,Dark,1666,Level 36,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Protean,Changes the Pokemon's type to the type of the move it's about to use.,76,110,70,81,70,123,530
Fuecoco,909,1643,Fire Croc Pokemon,0.4,4.1,Fire,,,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",67,45,59,63,40,36,310
Crocalor,910,1669,Fire Croc Pokemon,1,30.7,Fire,,1643,Level 16,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",81,55,78,49,58,90,411
Skeledirge,911,1670,Singer Pokemon,1.6,326.5,Fire,Ghost,1669,Level 36,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",104,75,100,110,75,66,530
Quaxly,912,1644,Duckling Pokemon,0.5,6.1,Water,,,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",55,65,45,50,45,50,310
Quaxwell,913,1674,Practicing Pokemon,1.2,21.5,Water,,1644,Level 16,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",70,85,65,65,60,65,410
Quaquaval,914,1675,Dancer Pokemon,1.8,61.9,Water,Fighting,1674,Level 36,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",85,120,80,85,75,85,530
Lechonk,915,1649,Hog Pokemon,0.5,10.2,Normal,,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",54,45,40,35,45,35,254
Oinkologne,916,1676,Hog Pokemon,1,120,Normal,,1649,Level 18,Lingering Aroma,Contact with the Pokemon changes the attacker's Ability to Lingering Aroma.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",110,100,75,59,80,65,489
Oinkologne,916,1677,Hog Pokemon,1,120,Normal,,1649,Level 18,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",115,90,70,59,90,65,489
Tarountula,917,1712,String Ball Pokemon,0.3,4,Bug,,,,Insomnia,The Pokemon is suffering from insomnia and cannot fall asleep.,,,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,35,41,45,29,40,20,210
Spidops,918,1713,Trap Pokemon,1,16.5,Bug,,1712,Level 15,Insomnia,The Pokemon is suffering from insomnia and cannot fall asleep.,,,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,60,79,92,52,86,35,404
Nymble,919,1714,Grasshopper Pokemon,0.2,1,Bug,,,,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,,,Tinted Lens,"The Pokemon can use ""not very effective"" moves to deal regular damage.",33,46,40,21,25,45,210
Lokix,920,1715,Grasshopper Pokemon,1,17.5,Bug,Dark,1714,Level 24,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,,,Tinted Lens,"The Pokemon can use ""not very effective"" moves to deal regular damage.",71,102,78,52,55,92,450
Pawmi,921,1650,Mouse Pokemon,0.3,2.5,Electric,,,,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Natural Cure,All status conditions heal when the Pokemon switches out.,Iron Fist,Powers up punching moves.,45,50,20,40,25,60,240
Pawmo,922,1698,Mouse Pokemon,0.4,6.5,Electric,Fighting,1650,Level 18,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Natural Cure,All status conditions heal when the Pokemon switches out.,Iron Fist,Powers up punching moves.,60,75,40,50,40,85,350
Pawmot,923,1699,Mouse Pokemon,0.9,41,Electric,Fighting,1698,After Walking 1000 Steps using Let's Go,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Natural Cure,All status conditions heal when the Pokemon switches out.,Iron Fist,Powers up punching moves.,70,115,70,70,60,105,490
Tandemaus,924,1691,Couple Pokemon,0.3,1.8,Normal,,,,Run Away,Enables a sure getaway from wild Pokemon.,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",50,50,45,40,45,75,305
Maushold,925,1692,Family Pokemon,0.3,2.8,Normal,,1691,Level 25 in a Fight,Friend Guard,Reduces damage done to allies.,Cheek Pouch,Restores HP as well when the Pokemon eats a Berry.,Technician,Powers up the Pokemon's weaker moves.,74,75,70,65,75,111,470
Fidough,926,1653,Puppy Pokemon,0.3,10.9,Fairy,,,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",,,Klutz,The Pokemon can't use any held items.,37,55,70,30,55,65,312
Dachsbun,927,1710,Dog Pokemon,0.5,14.9,Fairy,,1653,Level 26,Well-Baked Body,"Game's Text: The Pokemon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.",,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,57,80,115,50,80,95,477
Smoliv,928,1651,Olive Pokemon,0.3,6.5,Grass,Normal,,,Early Bird,The Pokemon awakens from sleep twice as fast as other Pokemon.,,,Harvest,May create another Berry after one is used.,41,35,45,58,51,30,260
